wavelength(nm), voltage(V)
1852.065, 149.135
2102.547,  69.250
1284.218, 139.552
2069.070, 119.608
1253.078, 112.226
1471.288,  80.582
2174.163,  63.618
1630.973,  94.448
1493.033,  59.969
1860.347,  84.532
1536.296, 109.891
1862.903,  74.585
1353.239,  87.514
1329.649, 118.991
1540.879,  95.010
1863.324,  83.586
1430.083, 131.580
1790.416, 138.056
1952.592, 109.718
1583.569, 130.973
2020.696,  94.217
1247.160,  90.769
1593.276, 113.809
2360.255,  83.634
1300.917,  90.924
1382.149,  80.854
1501.451, 133.117
1582.002, 117.543
1575.495,  73.476
1510.592,  88.941
1945.293,  77.191
2184.752,  94.833
1399.212, 150.968
1577.546, 111.157
1672.360,  95.428
1290.813,  53.101
1419.203, 105.038
2068.265,  79.711
2004.032,  89.662
1291.384, 131.683
1270.672,  78.699
1259.798, 115.082
1318.490,  80.315
1716.938, 125.228
1223.233,  99.313
1457.512,  89.590
1389.657, 113.850
1864.483,  91.196
1454.780,  94.737
1341.626, 101.035
1299.164, 135.121
1251.903,  80.051
1437.197,  72.805
2148.461,  80.399
1273.904,  85.392
2638.147, 136.284
1383.301, 104.813
1473.809,  72.878
1272.396,  71.179
1319.567,  99.005
1856.363,  75.548
1514.814,  85.757
1328.143, 132.642
1231.446, 131.721
1537.949, 125.399
1228.414,  86.650
1475.183, 102.564
1216.662,  90.070
1480.229,  73.461
1273.135,  77.169
1722.643, 103.055
2058.775,  75.797
1794.017,  89.156
1340.406, 132.014
2049.972, 129.211
1220.114, 132.929
2165.565,  80.344
1315.516, 147.988
1314.917,  82.243
1436.579,  85.781
2014.647, 111.040
1233.636, 128.746
1635.576, 125.832
1590.832, 127.463
1706.600,  55.322
1428.265,  76.698
1353.893,  97.446
1211.493, 119.956
1554.431,  85.956
2123.969, 153.149
1451.402,  55.055
2068.071, 107.153
1401.300,  96.381
1773.814, 169.249
1281.089, 117.655
1460.085, 128.705
1842.655,  83.873
1286.524,  84.628
1429.505,  97.422
1851.129,  93.020
1865.557, 116.462
1852.503,  79.841
1946.161,  75.282
2121.329, 136.916
1401.299, 133.858
2056.095, 123.519
2155.201, 122.567
1264.504, 117.035
2059.238,  88.892
1232.922, 129.197
2033.426, 150.283
1215.742,  97.158
1322.103,  64.892
2567.541, 126.358
1506.356,  96.606
2003.973,  71.073
1516.907,  91.661
1286.323,  97.721
1758.327,  80.693
1276.633, 112.669
1204.802, 109.071
1535.000, 125.322
1364.044,  93.089
2150.188, 112.645
1300.968,  91.074
1326.970, 143.630
1381.582,  86.592
1809.333, 105.524
1397.578,  74.965
1425.170,  77.039
1457.481, 109.693
1805.058,  85.849
1923.725,  92.911
1890.777, 126.455
2325.064, 112.846
1607.281,  81.686
1720.885,  75.878
1510.025, 100.496
1221.317,  99.392
1907.283,  85.264
1774.684, 123.708
1738.009,  70.441
2113.443, 112.605
1869.652, 133.252
2009.595,  93.886
1350.664,  72.570
1419.431,  68.521
1495.350, 115.464
1407.886,  85.278
1648.231, 125.074
1622.144, 145.016
1248.543,  86.502
1312.928, 111.824
1678.637, 102.461
1419.808,  88.947
1695.613,  69.923
1865.949, 103.959
1889.264, 124.216
2010.884, 118.682
1346.674,  78.204
2100.251,  95.594
1321.514, 121.703
1541.339, 115.160
1763.071,  91.810
2160.361,  98.005
1934.424, 114.103
1561.182, 110.117
1324.842,  96.430
1347.291, 108.047
2162.094, 156.047
1903.852,  95.602
1720.111,  90.627
2174.542, 138.400
1787.240, 133.473
1424.102,  89.731
1428.930,  81.668
1726.585,  95.891
1412.802, 106.996
1693.522,  84.497
1568.505,  82.452
1397.346, 142.414
1753.579,  65.555
1505.086, 103.776
1419.607, 145.169
2016.616, 128.543
1972.823,  69.322
1459.765,  76.077
1531.653, 106.919
1460.094, 107.807
1943.769, 140.071
1491.485,  93.322
1525.953,  79.122
1914.505, 102.125
1473.318,  68.836
1484.387, 138.482
1426.989,  94.772
1501.707, 146.708
1289.442, 104.538
1516.166,  78.145
1450.442,  65.446
1468.501,  88.005
1797.273, 146.000
1972.271,  89.461
1351.473,  77.200
1589.672, 114.398
2200.189, 102.144
1868.317, 128.109
1428.691, 134.827
1277.117, 133.423
1530.319,  92.288
1477.425, 123.772
1718.471,  74.524
1539.972, 119.084
1300.345, 119.793
2044.075,  79.846
1755.284,  71.575
2076.480,  75.211
1238.342,  98.223
1717.564, 141.694
1532.935, 100.598
1353.773, 126.874
1867.254, 127.167
1787.381,  99.997
1371.556, 109.991
2174.658,  91.551
1410.738, 114.241
1276.154, 102.648
1504.339,  71.722
2125.710, 104.227
2206.238,  79.004
1746.070,  75.138
1422.251, 162.624
1380.748,  93.243
1801.189, 119.982
1503.312,  85.447
1665.372, 112.518
1463.146, 116.819
1333.981,  87.867
3059.837, 122.678
1258.941, 104.647
1601.920,  81.019
1247.558,  76.430
1806.370,  79.102
1868.279,  68.150
1461.194, 131.978
1575.047,  84.012
1342.091,  69.895
2156.029, 123.539
1438.922, 136.904
1499.440,  75.387
1231.111, 119.507
1986.395,  87.849
2172.227, 103.893
1823.318, 118.730
1827.443,  96.873
1499.272,  84.458
1683.855, 123.025
1552.267, 125.733
1891.109, 119.521
1928.750,  93.786
1767.921, 138.593
1823.576,  91.971
1910.618, 108.378
2124.470,  98.241
1511.190, 121.735
1439.903, 118.358
1378.807, 100.048
1352.486, 107.386
1721.206, 149.291
1451.938,  73.498
3389.007,  99.520
1810.481, 115.912
2149.771, 122.067
1367.022,  81.071
1450.092, 123.787
1301.551, 111.371
1360.879,  90.540
1234.961,  75.940
1519.079,  52.091
1875.581, 124.338
1476.912, 141.499
1354.165,  95.121
1970.221, 118.842
1795.993, 123.583
1244.178, 137.231
1737.790,  79.157
1261.343, 164.955
1714.118,  58.571
1252.469,  86.498
1310.380,  99.191
1488.672,  90.605
2118.622,  68.146
1978.562, 121.291
1444.603, 129.973
1223.134, 110.570
1430.093, 117.534
1392.884, 128.439
1764.889,  97.088
3294.273, 136.573
1932.103,  76.485
1278.061, 122.206
1658.903,  74.115
1305.424, 138.161
1828.812, 128.839
1274.636,  76.135
1967.057,  91.555
1488.589,  91.474
1670.143, 124.215
2110.222,  85.176
1356.649,  92.147
2123.008,  84.547
1985.021, 120.562
1954.096, 161.908
1866.430, 108.529
1935.466, 110.402
2174.995, 122.508
1259.632, 127.620
1903.333,  92.987
1575.399, 101.874
1871.085, 159.522
1861.899,  61.942
1302.396,  76.363
2080.171, 104.144
2672.378, 127.606
2250.331,  76.115
1982.879,  94.127
1201.693,  92.887
1485.993, 127.341
2093.885,  71.308
2155.377, 112.322
1559.115,  69.281
1717.996,  92.307
1618.649,  88.132
1592.262,  87.778
1363.332, 129.074
1424.915, 122.068
1542.247,  90.424
1472.119,  93.417
1382.671, 106.146
1866.605, 101.070
2228.029, 125.627
1382.470,  90.157
1618.207,  79.776
1491.235,  84.741
1224.254,  82.689
1786.399, 129.498
1276.371,  94.105
1697.726,  88.936
1330.116, 120.292
1692.863, 133.606
1870.369, 134.340
1380.487,  59.570
1421.812,  81.176
1294.347,  96.010
1689.546, 123.583
1269.356,  90.370
1592.382, 136.725
1213.944, 120.027
1218.361, 105.063
1444.733,  91.476
1978.075, 114.135
1272.585, 135.557
1298.128, 133.260
1411.109, 129.107
1867.129, 119.414
1535.276, 109.991
1710.873, 100.808
1517.888, 102.959
1395.890, 111.164
1269.744, 125.770
1433.630,  89.019
2036.004,  59.441
1227.306,  84.860
1769.753,  92.938
1425.762,  78.184
1531.156,  67.954
1506.467, 111.910
1828.687,  77.983
1454.023, 104.240
1503.120, 104.221
1727.401, 117.663
2964.270,  73.398
1310.193, 111.950
1895.432,  96.039
1823.994, 109.808
1427.149, 100.812
3498.582,  93.375
1308.737, 126.981
1930.233, 111.415
2012.597, 121.515
1457.233,  71.342
1498.311,  91.386
1734.382, 161.855
1299.771,  89.691
2163.162, 106.973
1466.075,  80.631
1891.616, 111.909
2030.119, 154.139
1429.445, 118.740
2540.797,  92.865
2128.723,  82.589
2025.123,  96.335
1211.210, 107.183
1948.086, 105.395
1963.694, 108.477
2283.786,  85.748
1974.003, 100.175
1255.394, 107.602
1430.939,  89.522
1229.897, 113.455
1234.170,  89.813
1513.703, 115.480
2050.151,  68.478
1680.143,  90.767
1274.662,  81.026
1486.292, 117.081
1428.918, 125.255
2103.820, 111.741
1877.048, 146.293
1600.980,  89.589
1618.367,  76.079
1869.991, 142.942
1445.639,  88.493
1755.571,  80.881
2880.419, 101.182
1918.527, 107.612
1898.209,  97.410
2164.154, 127.393
1945.076,  68.960
1350.894,  74.596
1865.565, 108.597
1252.041,  94.340
1684.987,  73.472
1203.265, 124.320
2208.580, 105.990
1407.040, 162.480
1386.737, 140.996
1960.592,  91.245
1550.157, 125.553
1227.349,  96.696
1429.497,  72.547
2019.862, 108.368
1361.095,  72.276
1430.660, 148.687
2013.016, 107.790
1283.374, 145.078
1302.154, 103.317
1238.066, 120.003
1598.810,  98.176
1278.749, 124.921
1373.366,  73.145
1780.549, 106.817
1364.018,  82.767
2431.448,  98.011
1538.636,  95.121
1786.471, 107.061
1703.028,  98.123
1983.165,  94.816
1776.479,  85.804
1854.928,  75.052
1910.548, 107.782
1808.088,  95.731
2086.857, 121.589
1273.996, 104.194
2304.093, 131.497
1227.936, 105.743
1880.462,  92.369
1700.349, 108.616
1262.198,  91.376
2099.262, 126.892
1535.778, 111.050
1912.795, 135.112
2010.514,  94.136
1785.836, 120.936
1261.440, 127.576
1710.617, 121.672
1332.411,  85.878
1863.669,  83.703
1528.699, 114.929
2101.390,  99.875
2005.350, 128.293
2065.122, 118.111
1942.564,  99.003
2533.548, 123.137
1343.284, 134.243
2116.440, 114.427
2092.797,  88.979
1886.201,  96.952
1756.426, 135.378
1556.155,  92.922
1828.473,  84.524
1504.998, 124.186
1530.684, 124.512
1902.781, 120.757
1261.258,  83.443
1810.179, 112.330
2025.332,  95.826
2038.288, 109.560
1681.845, 114.829
2012.248,  92.725
1444.770,  86.657
1380.527, 131.812
1315.554, 157.483
1376.102, 116.812
1863.768,  84.715
1354.138, 122.358
1768.421, 113.711
1632.051,  68.328
1586.895,  94.577
1282.523,  90.436
1380.596, 143.442
1231.461, 123.588
1582.113, 126.566
1866.572, 107.729
1862.799,  80.780
1891.375,  97.138
1395.775,  89.409
1313.079, 121.668
1267.310,  68.758
1487.717,  90.649
1383.246, 124.217
1332.304,  73.820
1224.609, 103.104
1251.200,  91.570
1253.058,  76.231
3003.012, 149.735
1943.296,  96.364
1500.186, 134.164
1640.170,  72.239
1422.509, 109.335
1264.259,  78.537
1597.932,  54.580
2087.543, 127.109
1603.945,  93.911
1453.816, 128.867
1326.707,  87.778
1536.491, 102.773
1207.495, 132.602
1766.512, 142.045
2059.932, 113.166
1632.499,  82.993
2004.778,  89.291
1546.094,  81.697
1580.812,  83.873
1572.872, 118.729
1923.711,  73.879
1726.702,  85.463
1413.534, 119.939
1352.642, 105.320
1817.934, 126.363
1783.116,  80.434
1287.457,  88.686
1392.949, 106.039
1412.243,  99.380
1343.580,  93.839
2043.405,  99.526
1275.474,  97.741
1556.605,  76.136
1861.646,  81.014
1594.478, 100.337
1209.136, 101.445
1387.383,  72.668
1800.043, 103.597
1573.854,  81.496
1292.124,  95.742
1671.362,  77.015
1526.361,  85.819
1710.007, 105.545
1775.545,  89.685
1886.308,  81.246
2075.055,  93.424
1357.042, 145.356
1675.437, 135.750
1255.456,  72.393
1226.366,  91.525
1299.624,  83.933
1673.612, 107.842
1254.946, 138.359
1718.174,  99.178
3170.675, 123.771
2472.075, 109.365
1219.273, 138.908
1548.418,  67.619
1284.332, 120.367
1806.653,  84.310
1348.461,  80.493
1396.175,  98.244
1937.968, 129.540
1296.097, 105.852
1450.192, 122.846
1323.069,  94.678
1359.771,  67.475
2164.775,  95.756
2075.088, 120.814
1753.560, 117.063
1831.795, 124.040
1733.316, 130.086
1321.023, 112.812
1283.414, 112.790
1933.001,  79.622
1226.152, 101.906
1694.208,  67.369
1274.498,  81.711
1375.037,  96.339
1511.153,  89.600
1275.869,  97.935
2117.266,  65.625
1224.772, 117.303
1290.720,  65.490
2179.333,  86.832
1790.793, 129.795
1431.974,  92.168
1656.425, 116.630
1446.635,  90.200
3257.580, 124.056
1230.200,  99.411
2130.980,  94.011
1824.580, 112.395
1285.695,  72.413
1981.081,  73.960
1221.871,  76.067
1835.515,  93.837
1810.564, 109.240
1869.702, 129.150
1577.288, 105.964
2349.540, 132.163
1889.712, 111.329
1294.377,  79.044
1340.525, 109.328
1643.214, 123.131
1600.337,  77.419
1792.372, 100.297
1482.285,  74.561
1355.589, 108.212
1737.276, 106.344
1426.224, 118.561
1690.395,  74.096
1582.546, 122.190
1837.213,  64.906
1327.321, 106.356
1603.734, 113.822
2307.234,  92.425
2101.826,  83.773
1632.206,  87.233
1294.449,  80.694
1767.116, 120.620
1525.383, 124.981
1508.732, 117.384
1866.261, 118.792
1677.682,  85.774
2033.893, 111.789
1897.423,  70.073
1749.983, 128.993
1731.456,  73.615
1499.552, 147.492
2050.806, 119.296
1498.313, 109.506
1624.473,  96.020
1334.275,  84.595
1850.757, 125.461
2500.410, 139.291
1246.770,  92.792
1422.836,  89.474
1726.531,  95.284
1625.807,  69.073
1432.768,  80.325
1946.065, 104.084
1780.755,  89.546
1340.975,  70.962
1369.085, 140.827
1584.751, 119.660
1393.909,  71.296
2106.702, 137.637
1954.641,  95.657
1801.992, 136.374
1688.643, 142.536
1495.290, 104.821
2030.330, 128.221
1563.763,  81.758
1867.527, 123.366
1789.893, 146.550
1942.373, 122.379
1325.503, 129.437
1931.493,  79.926
1671.777,  83.615
1701.751,  84.491
1800.017, 138.464
1276.248, 105.244
2043.497,  67.020
1750.986,  91.966
1773.397, 149.699
1886.031,  91.119
1218.208,  99.584
2148.467, 103.047
1860.028, 118.299
1501.148,  97.827
1322.459, 129.810
1831.693,  81.960
2166.112, 103.457
1408.800,  88.954
2143.616,  84.172
1304.469,  85.926
1790.135,  87.307
1257.218,  76.190
1390.128, 141.899
1769.842, 150.796
2107.436, 131.353
1234.898,  83.757
1529.924,  69.316
1868.050, 126.527
1502.723,  73.965
1862.887,  81.739
1532.726, 132.900
1431.717,  86.942
1348.230, 110.258
1823.378,  86.833
1438.029, 105.054
1710.127, 139.561
1285.820, 148.504
1484.204, 142.220
1318.137, 126.862
1413.690, 135.386
1722.397, 116.504
1427.316, 131.997
1913.775,  79.918
1320.933, 109.146
1482.046,  95.801
2193.114, 112.613
2170.936,  94.790
1438.842,  85.940
2158.158, 140.476
1720.696, 112.933
1948.172, 115.697
1728.181, 142.469
1412.240,  76.182
1339.698, 105.021
1873.143,  87.782
1943.837,  91.245
1651.885,  76.016
1869.024,  81.424
1305.742,  97.551
1657.767,  59.103
1368.195,  99.133
1507.741,  67.375
1843.072, 122.064
1252.964,  76.349
1519.030, 109.186
1761.346, 140.098
1362.423,  88.195
1935.072,  95.645
1900.189,  76.473
1306.051, 126.141
1376.288, 110.661
1389.727, 159.903
1918.413,  73.810
1953.420,  87.059
1322.865, 106.654
1503.958,  96.419
1790.548, 102.199
1227.726,  62.878
1243.051,  92.622
1611.869, 116.898
1670.586,  61.936
1203.567, 103.025
1518.877,  89.821
1323.098,  84.660
1239.007,  58.046
1454.839, 127.756
1227.459, 143.556
1442.119, 124.052
1314.004, 137.061
1936.709,  93.603
1208.849, 118.633
1447.298,  78.845
1864.709,  85.957
1450.465, 131.373
1757.310,  75.489
1868.667, 135.325
1471.977,  92.515
1251.069, 104.073
1969.339, 126.144
1899.594,  92.512
2170.468, 100.537
1502.943, 109.250
1550.569, 112.364
2162.340,  71.322
1974.998, 103.813
1830.264, 113.334
2970.768,  79.907
1595.367, 117.925
2016.011, 112.351
1885.276,  90.181
1459.062,  79.191
1442.801,  88.089
1415.087,  78.079
1463.427,  82.450
1807.300, 112.737
1478.113, 134.441
1471.506,  91.513
1546.952,  67.734
1449.925, 126.236
1526.982, 119.008
1940.979,  88.699
1801.255,  99.515
1484.591,  76.160
1522.086,  67.819
1942.657,  82.626
1229.596,  80.904
1337.163,  94.629
1765.577,  84.948
1464.945,  87.413
2104.993, 100.378
1512.657, 102.794
1863.670,  81.127
1741.940,  99.747
1424.876, 141.698
2140.566, 132.584
1815.834,  87.587
1838.958,  94.062
1423.527, 122.533
1286.466,  99.552
1454.335,  90.780
1554.998,  99.493
1416.645,  79.778
1712.311, 128.863
1649.030,  88.350
1314.495,  96.062
1526.630, 124.967
1202.527,  83.979
1610.128, 104.471
2074.641,  83.054
1280.649, 134.187
1541.990, 114.970
1630.329,  86.554
1834.448, 124.750
1736.844,  68.477
1226.813, 114.345
1356.674,  81.849
2006.679, 118.291
2026.836,  88.339
1825.918, 119.650
1674.749,  89.935
2162.095,  98.234
2153.537,  96.774
1920.399,  78.697
1322.212, 111.059
1590.631,  89.251
1728.836, 112.528
1849.613, 111.898
1505.995,  85.988
1572.284,  84.647
1469.875,  70.162
1230.287, 138.367
1539.262,  86.701
3396.374,  88.446
1243.106, 104.407
1848.585, 106.419
2158.051,  90.933
1238.081,  95.763
1896.808,  85.675
1585.635, 115.420
1223.799, 145.832
1265.305,  70.008
1583.311, 138.100
1869.933, 149.052
1892.759,  79.104
1555.914, 110.471
1349.280,  83.752
1861.926,  82.137
1347.949,  96.603
1420.402,  71.570
1244.229,  94.075
1370.096,  93.238
1498.155, 115.509
1412.455,  99.239
1343.810,  81.620
1384.700,  82.525
1503.546,  75.410
1639.319, 129.584
1685.107,  80.238
1961.724, 110.820
1461.934,  93.966
1757.187,  79.101
1216.337, 107.506
1408.860, 163.000
1552.451,  75.050
1583.977,  91.638
1841.247, 121.244
1455.400,  73.901
1624.438,  97.644
1839.072,  98.736
1799.371,  78.628
1396.754,  80.604
2086.209, 123.114
1320.285,  96.265
1699.406, 110.125
1900.217,  80.748
1684.262, 146.503
1579.565,  71.343
1221.756,  74.236
1399.713, 108.831
1226.416,  90.724
2060.629,  66.168
1231.623,  91.405
1498.596,  81.447
1470.981,  99.662
1222.925, 100.603
1401.867, 128.172
1794.476,  79.037
1529.750, 126.808
1768.739, 111.599
1757.434, 154.920
1483.674, 123.558
1963.908,  97.928
1337.773, 120.102
1484.544,  81.188
1919.749, 137.195
1337.941,  75.821
1302.609, 108.474
1879.427, 117.945
1390.781, 133.904
1428.232,  78.452
2076.799, 112.304
1549.427, 105.970
1929.032, 117.403
1234.283, 128.113
2095.440, 118.475
1383.693, 116.017
1423.225,  71.783
2060.854,  95.681
1436.816, 148.156
1461.917,  99.904
1978.121, 132.520
1633.720,  94.845
1572.866, 100.825
1288.916, 105.291
1560.832,  92.382
2040.203, 132.784
1644.135, 126.879
1294.920,  82.752
1293.377,  93.455
1899.463,  87.456
1201.708,  90.757
1488.248,  86.130
1351.333, 117.724
1276.017,  92.474
1250.149, 109.095
2539.126,  68.742
1687.925,  90.510
1936.275, 106.942
1265.187, 101.861
1757.184,  88.337
1294.409,  99.105
1979.553, 112.591
1295.769,  88.514
1309.257, 140.580
2157.017, 128.795
2133.198,  90.480
1277.731, 128.537
1352.729,  80.683
1221.323,  98.399
2153.660, 101.442
1827.081, 124.694
1405.678,  97.649
1958.533,  96.656
1342.588,  74.609
1323.005, 101.548
1232.333, 116.039
1454.907,  74.075
1230.815,  88.082
1400.558,  83.963
1528.772,  87.247
1302.236, 148.301
1244.296, 107.303
1918.606, 112.885
1607.172, 110.542
1948.992, 101.221
2162.934,  83.126
1524.910, 128.381
1438.434, 110.780
1408.463, 143.027
1305.996, 125.785
1868.081, 112.958
1471.263,  86.719
1689.130,  78.849
1808.896, 133.481
1852.799,  88.362
1455.965, 136.805
1695.837,  98.698
1309.147, 119.776
1371.575,  75.575
2094.330, 104.712
2195.777,  82.309
1805.901, 117.727
1610.927,  74.483
1274.454,  87.617
1415.678,  86.401
1863.322,  85.713
2008.601, 137.531
2173.202,  78.956
1580.633,  80.833
1867.269, 116.383
2049.734,  76.142
2098.651, 104.674
1407.996, 106.653
1714.670, 109.963
2088.401, 122.373
1414.938,  77.970
1516.503, 113.052
1783.284,  94.186
1456.946, 108.104
1342.661, 107.732
1666.239, 114.623
1742.200,  93.033
2138.618, 110.407
1653.310, 138.411
1385.831, 115.619
1998.728, 104.231
1892.477, 118.468
1753.285,  80.585
1275.904,  89.431
1465.977, 142.500
2099.605,  66.670
1751.022,  80.847
1248.878,  85.841
1308.908, 123.785
3418.450,  73.561
1458.000,  84.520
1210.947,  84.524
1961.906,  80.722
1753.375,  96.386
1867.536, 111.010
1350.534, 108.275
1840.329,  94.695
2021.545,  88.423
1658.263, 133.018
1289.758,  74.733
1293.293, 159.959
1865.520,  97.664
1348.262,  91.687
1693.009,  90.726
1911.482,  87.178
1371.755, 145.576
1997.747,  84.637
1217.535,  79.972
1513.805, 108.036
1454.235,  86.232
1865.027, 102.052
1659.733, 114.473
1865.652, 107.723
1419.933, 105.815
1726.575,  79.702
1430.241, 107.595
1329.253,  80.838
1864.302,  92.791
2031.282,  84.664
2735.292, 142.851
1503.962,  89.791
1891.413,  76.968
1723.318, 160.028
1278.155, 117.579
1449.214, 131.621
1552.897,  88.925
1288.262,  91.306
1425.401, 102.339
1562.355,  57.424
1865.875, 122.153
1686.395, 100.330
1860.572,  80.666
2125.263, 160.604
2016.353, 119.752
1865.049, 101.103
1827.080,  93.248
1515.047, 141.948
1405.971, 144.806
1607.108,  77.657
1867.059, 115.528
1830.270, 121.579
1474.485, 130.034
1825.070, 126.908
1537.581, 115.842
1323.551, 123.657
1457.296, 102.392
1403.601,  86.518
1602.234,  91.118
2496.526, 113.703
1939.581, 143.396
1211.953, 101.822
1646.701,  61.179
1363.730,  88.099
1650.451,  96.295
1895.385, 136.875
1242.165, 133.032
1865.109,  98.540
1730.119, 166.746
1350.626, 104.440
2487.643,  84.947
1896.649,  98.050
1253.488,  91.519
1742.054, 105.084
1662.324, 124.935
1410.352, 119.410
